8101,81,KABUPATEN MALUKU TENGAH,-3.1811823367851715,129.2954507123729
8102,81,KABUPATEN MALUKU TENGGARA,-5.676915912766446,132.88811310390176
8103,81,KABUPATEN KEPULAUAN TANIMBAR,-7.5842912378285225,131.3666387715113
8104,81,KABUPATEN BURU,-3.329386509497523,126.72700514026903
8105,81,KABUPATEN SERAM BAGIAN TIMUR,-3.4198608430589887,130.44264202960468
8106,81,KABUPATEN SERAM BAGIAN BARAT,-3.1359014347017617,128.35599436030654
8107,81,KABUPATEN KEPULAUAN ARU,-6.196214247698293,134.45098477116449
8108,81,KABUPATEN MALUKU BARAT DAYA,-7.833108464540153,127.30411016496188
8109,81,KABUPATEN BURU SELATAN,-3.5676029877132702,126.52422898421871
8171,81,KOTA AMBON,-3.685356631086119,128.1949770914955
8172,81,KOTA TUAL,-5.556896109620628,132.48263622671456
